YouTube_ID,Video_ID,Caption,Frame_Start,Frame_End,FPS,Total_Duration,Total_Frames
wBt4M8peOjQ,wBt4M8peOjQ_1,"A tranquil rural landscape with terraced fields and scattered huts. People move subtly in the fields, engaging in farming or leisure activities.",945,1755,30,119.4,3582
wBt4M8peOjQ,wBt4M8peOjQ_2,"A tranquil landscaped area with a large body of water and lush greenery. The two red flags remain upright, and the scene shows no movement or change.",1842,2657,30,119.4,3582
aToYBLZQwqc,aToYBLZQwqc_0,A majestic fortress stands still against a cloudy sky. There are no movements or changes in the scene.,0,1471,25,58.92,1473
IvHse2e0GPg,IvHse2e0GPg_0,"A busy urban street scene with vehicles and pedestrians. Vehicles move slowly, motorcycles weave through traffic, and pedestrians walk and cross the streets.",0,1440,25,57.64,1441
gx8jLJjIsFU,gx8jLJjIsFU_0,An ancient ruin with tall pillars and an archway. The pillars and archway remain still with no movement or changes.,0,1445,25,57.84,1446
Zu7lEhcX8NQ,Zu7lEhcX8NQ_3,A grand gothic-style cathedral with ornate architecture. A small group of visitors appears in the nave.,1531,1960,25,116.24,2906
Zu7lEhcX8NQ,Zu7lEhcX8NQ_4,A tranquil cityscape with a mix of modern and historical buildings under a clear blue sky. There is no significant movement or change in the scene; the city remains static.,2032,2455,25,116.24,2906
Zu7lEhcX8NQ,Zu7lEhcX8NQ_5,"A bustling outdoor plaza at sunset filled with people. Individuals walk, talk, or rest on benches; the crowd subtly shifts as some leave and others arrive.",2506,2857,25,116.24,2906
Zu7lEhcX8NQ,Zu7lEhcX8NQ_0,"A lively urban plaza with a mix of historical and modern architecture. Pedestrians walk, stand, and sit, while the construction crane is visible in the background.",25,469,25,116.24,2906
Zu7lEhcX8NQ,Zu7lEhcX8NQ_1,"A tranquil riverside promenade with people and pigeons on a clear day. Pigeons disperse, people walk along the promenade, and swans and ducks remain calm.",541,946,25,116.24,2906
Zu7lEhcX8NQ,Zu7lEhcX8NQ_2,"A bustling town square on a sunny day with a cathedral as the focal point. People walk across the square, and shadows shift as the sun moves.",1018,1459,25,116.24,2906
mml2CpsXfh0,mml2CpsXfh0_0,"A desolate landscape with a distant small town under an overcast sky. The landscape, town, and sky remain unchanged throughout the video.",0,1522,25,60.96,1524
TlKZIx5nLWU,TlKZIx5nLWU_0,"A lively evening scene in a busy pedestrian zone with Middle Eastern architecture. People walk, converse, and sit, while the evening sky transitions from brighter hues to deeper shades of dusk.",0,1488,25,59.6,1490
Ul6iMrxuXHk,Ul6iMrxuXHk_0,"A bustling waterfront scene on a circular platform under an overcast sky. People remain mostly stationary, and a small boat moves out of the frame.",0,1470,25,58.88,1472
rwsCh4b-Ep4,rwsCh4b-Ep4_0,"An elegant and well-lit interior hall with rows of unoccupied seating. The lighting remains constant, and the seats and architectural elements do not change.",0,1083,25,43.36,1084
_tuOPoMDmyE,_tuOPoMDmyE_0,A well-lit interior room with yellow walls and a round table. The furniture arrangement and lighting remain unchanged throughout the video.,1,4811,30,160.67,4820
lIY6m0sQTQs,lIY6m0sQTQs_0,"A bustling town square filled with pedestrians and historic architecture. The number of pedestrians increases, a yellow vehicle enters, and people walk, converse, and sit on benches.",0,1445,25,57.84,1446
CudDJ1Lx7MY,CudDJ1Lx7MY_0,"A bustling and grand interior resembling a shopping arcade. People walk, converse, and browse shops, with crowd dynamics shifting as individuals enter and exit the frame.",25,607,25,52.08,1302
Ia6AVRAqedQ,Ia6AVRAqedQ_0,"A vibrant and bustling marketplace filled with colorful tents and a lively crowd. People walk, mingle, and engage in conversations throughout the scene.",0,1513,25,60.56,1514
2ifr3ZM01oE,2ifr3ZM01oE_0,"A lively street scene at night filled with people and illuminated by streetlights. People walk around and change positions, while some remain seated.",0,1466,25,58.72,1468
zGpU1miowT0,zGpU1miowT0_0,"An opulent interior resembling a luxurious hotel or palace. A couple interacts near a fountain, a person walks across the space, and new figures enter, adjusting positions slightly.",0,1225,25,49.04,1226
uu5ps4JVWGg,uu5ps4JVWGg_3,"A grand room with classical architecture and a musical performance. A group of people plays string instruments, while the arrangement of chairs remains unchanged.",2142,3047,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_4,"A spacious room with high ceilings and natural light, featuring a musical performance. Four individuals play string and brass instruments, maintaining their positions.",3194,3813,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_5,"An elegant room filled with natural light and a grand piano. Four individuals stand with violins, poised to play.",3965,5055,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_6,"A spacious room with high ceilings, large windows, and a grand piano. Four individuals stand in a line, holding string instruments, ready to perform.",5201,5778,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_7,"A spacious room with high ceilings and large arched windows, featuring musicians rehearsing. Two musicians play string instruments while a third stands with a cello; one adjusts their bow arm.",5928,6495,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_8,"A spacious room with musicians playing string instruments. The musicians are stationary, playing violins, a cello, and a double bass.",6646,7524,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_9,"An elegant room with a string quartet performing. The string quartet remains stationary, and the room's arrangement stays unchanged.",7674,8538,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_1,"An elegant room with natural light and musical performance. Two individuals play a cello and piano, remaining stationary.",288,780,30,286.53,8596
uu5ps4JVWGg,uu5ps4JVWGg_2,A grand room with musicians playing string instruments. The musicians play their instruments with bows moving across the strings.,930,1989,30,286.53,8596
Hz9Oe2PoZIU,Hz9Oe2PoZIU_0,"A busy urban plaza filled with pedestrians and shops. People walk briskly, entering and exiting stores.",0,1471,25,58.88,1472
u5b1nPE-6m0,u5b1nPE-6m0_0,"A bustling public square with a prominent architectural structure. Pedestrians walk and gather in groups, while pigeons move across the plaza.",0,1496,25,59.88,1497
NEsNdqjDZpI,NEsNdqjDZpI_0,"A tranquil rural landscape with dry grass and scattered trees. The sun casts long shadows, and the dirt path remains undisturbed.",0,1458,25,58.4,1460
Nymg8YWYO0c,Nymg8YWYO0c_3,A serene coastal landscape with rocky terrain and a vast blue water body. The rocky terrain and water remain unchanged; the scene is static with no movement.,2753,3567,30,180.23,5407
Nymg8YWYO0c,Nymg8YWYO0c_4,A serene coastal scene with a prominent white building and sandy beach. Two individuals sit on the beach and then move out of the frame; shadows subtly shift.,3799,4496,30,180.23,5407
Nymg8YWYO0c,Nymg8YWYO0c_5,A tranquil Mediterranean scene with whitewashed buildings and a clear sea. There is no movement; the environment remains still and unchanged.,4556,5273,30,180.23,5407
Nymg8YWYO0c,Nymg8YWYO0c_0,"A serene coastal landscape with white-washed buildings and azure sea. Shadows shift slightly, and a small group of people briefly appears near a building before moving out of view.",29,857,30,180.23,5407
Nymg8YWYO0c,Nymg8YWYO0c_1,"A serene coastal landscape with a blue sea and white sandy shores. The bell tower stands tall, and the sunlight casts consistent shadows.",945,1763,30,180.23,5407
Nymg8YWYO0c,Nymg8YWYO0c_2,"A serene coastal landscape with rocky terrain and a blue sea. The white buildings remain stationary, and the sea appears calm.",1823,2693,30,180.23,5407
cSKc2g7ynO0,cSKc2g7ynO0_0,A serene nighttime winter scene at an ice skating rink. A solitary skater glides across the rink while people gather around the pavilion.,0,1469,25,58.84,1471
i15yYjGP7i8,i15yYjGP7i8_0,"A futuristic setting with humanoid figures overlooking a cityscape. The figures remain still, gazing out the window.",0,1097,25,43.92,1098
qvGNX-hxbSc,qvGNX-hxbSc_0,"A calm cityscape with diverse buildings and greenery. The scene remains static, with no movement or change observed.",0,1413,25,56.6,1415
CwJW8d4ePmU,CwJW8d4ePmU_0,A tranquil scene of a walkway leading to a still pond. There is no movement or change in the environment or objects.,0,1447,25,57.92,1448
55o5uYbnTPo,55o5uYbnTPo_0,"A tranquil cobblestone square with a church and autumn trees. The scene remains completely still, with no movement or changes observed.",0,1457,25,58.32,1458
qjMfVELmIU0,qjMfVELmIU0_0,A tranquil outdoor scene featuring traditional architecture and greenery. There is no movement or change in the scene or objects.,0,986,25,39.48,987
M8R_qksPKow,M8R_qksPKow_0,"A modern observation deck inside a high-rise building with city views. The cityscape remains unchanged, and the interior design stays consistent.",0,1223,25,49.04,1226
7_Z85WigPJs,7_Z85WigPJs_0,"A tranquil scene of a covered walkway leading to a body of water. The walkway and surrounding environment remain static, with no movement of objects or people.",25,1312,25,60.24,1506
qxtnD8VQPDY,qxtnD8VQPDY_0,"A vibrant plaza featuring a golden stupa and ornate buildings. People walk, talk, and gather in small groups, with crowd density shifting slightly.",0,1549,25,62.0,1550
QK3drfc84d8,QK3drfc84d8_0,"A serene rocky coastline with layered sedimentary rocks and crashing waves. The sea continuously crashes against the rocks, and people are scattered across the landscape.",0,1487,25,59.52,1488
-0twNgGbZU4,-0twNgGbZU4_0,"A bustling indoor bazaar with warm lighting and ornate decorations. A shopper browses items at a stall, another person enters and browses, and the first shopper prepares to leave after interacting with the shopkeeper.",0,1514,25,60.6,1515
LLH88jW0AlM,LLH88jW0AlM_0,"A skateboarder navigates through an urban environment and skatepark on a sunny day. The skateboarder speeds up and slows down, performs tricks on ramps, and interacts with other skateboarders.",0,2582,25,103.32,2583
I215HtRR16w,I215HtRR16w_0,"A busy city intersection with vehicles and pedestrians. The vehicle moves slightly forward, cars and pedestrians flow through the crosswalks, and a red car crosses the street.",0,1441,25,57.72,1443
VlUQK365unI,VlUQK365unI_0,"A nighttime urban street scene with parked cars and city infrastructure. A white van moves from left to right, and a red vehicle parks across the pedestrian crossing.",0,1513,25,60.56,1514
wvt1-a1xibk,wvt1-a1xibk_0,"A bustling traditional market centered around a large dome structure. People browse goods, interact with vendors, and move between stalls.",0,1302,25,52.12,1303
r2bG2ycKqe0,r2bG2ycKqe0_0,"A serene park scene with a BMX stunt being performed. The cyclist performs various stunts in the air, while a spectator watches and adjusts their stance.",0,1488,25,59.6,1490
pd1x0rVExrk,pd1x0rVExrk_0,"A lively public square filled with people and surrounded by diverse buildings. People walk, sit, and converse; individuals enter and exit the scene; a food vendor remains in place with patrons gathered around.",0,1381,25,55.32,1383
B4RxTkjAgdE,B4RxTkjAgdE_0,"A grand and opulent architectural interior resembling a historical lobby. A person briefly appears and then disappears from the frame, highlighting the space's stillness.",0,1433,25,57.4,1435
xYL6nTC7gIo,xYL6nTC7gIo_0,"A vibrant night market filled with stalls and shoppers. People walk, shop, and interact around various stalls, with bargaining occurring at the seafood section and new electronics being displayed.",0,1401,25,56.08,1402
ZFT4URPHzFo,ZFT4URPHzFo_0,A serene outdoor setting with a large stone structure and people relaxing. New visitors arrive and move towards the stone structure while others sit or lie around it.,0,1439,25,57.64,1441
lrm3bggiME0,lrm3bggiME0_0,"A tranquil park setting with vibrant flowers and a large sunflower. People are seated on the grass, some leaning against a wooden structure, while the water reflects sunlight.",0,1490,25,59.64,1491
uXIEkNcOahY,uXIEkNcOahY_0,"A bustling outdoor public space with diverse crowds and historical architecture. People walk, stand, and interact in small groups around a central paved area.",0,1297,25,51.92,1298
ZfckAJxMmk0,ZfckAJxMmk0_0,"A tranquil plaza with a central obelisk and surrounding buildings. Individuals remain stationary in the plaza, and the scene shows no movement or change.",0,1446,25,57.92,1448
Kf72d8-aoxY,Kf72d8-aoxY_0,"An elegant interior space with arched windows and a neutral color palette. The lighting remains constant, and the objects in the room stay in the same position.",1,4523,30,150.93,4528
igbmOfecjjk,igbmOfecjjk_0,A tranquil landscaped area with a central fountain and stone pathways. The fountain continuously jets water into the air; the surrounding vegetation remains still.,0,1113,25,44.56,1114
5pwXY3hlelY,5pwXY3hlelY_0,A grand historical building in an open plaza under a cloudy sky. The scene remains static with no movement or changes observed.,0,1475,25,59.04,1476
OW8XE8PNKCQ,OW8XE8PNKCQ_0,"A serene and static landscape with rolling hills and a solitary tall tree. The tall tree and hills remain unchanged, and the overcast sky stays consistent.",0,1507,25,60.32,1508
jdLCLxHkY5M,jdLCLxHkY5M_0,"A tranquil rural road bordered by greenery leading to a partially hidden house. The camera shifts slightly to reveal the house more clearly, but no other movements occur in the scene.",0,1208,25,48.36,1209
K005qkSwmJs,K005qkSwmJs_0,"A tranquil scene featuring a monumental structure with a spherical top against a clear sky. Visitors walk up and down the stairs, subtly changing their positions around the monument.",0,1376,25,55.08,1377
